Movie Name,Emotion,Release Date,Genre,IMDb Rating,OTT Platform,Watch Link
The Shawshank Redemption (20),sad,1994-09-23,Drama,5.4,Disney+,https://www.disneyplus.com/movies/-4121022
Saving Private Ryan (46),disgust,1998-07-24,War,8.6,Hulu,https://www.hulu.com/movie/-1791078
Interstellar (13),neutral,2014-11-07,Sci-Fi,5.3,Amazon Prime Video,https://www.amazon.com/dp/-4473640
The Grand Budapest Hotel (11),happy,2014-03-28,Comedy,8.0,Hulu,https://www.hulu.com/movie/-7745933
The Godfather (19),disgust,1972-03-24,Crime,5.8,Disney+,https://www.disneyplus.com/movies/19938885
Forrest Gump (75),sad,1994-07-06,Drama,6.5,YouTube Movies,https://www.youtube.com/results?search_query=-5617226
The Godfather (14),disgust,1972-03-24,Crime,8.0,Amazon Prime Video,https://www.amazon.com/dp/77085362
Parasite (25),fear,2019-05-30,Thriller,5.7,Hulu,https://www.hulu.com/movie/-2033430
The Silence of the Lambs (29),fear,1991-02-14,Thriller,8.5,Amazon Prime Video,https://www.amazon.com/dp/58804076
Joker (87),fear,2019-10-04,Psychological,7.5,Peacock,https://www.peacocktv.com/watch/59662085
Titanic (64),happy,1997-12-19,Romance,7.5,Amazon Prime Video,https://www.amazon.com/dp/68268799
Saving Private Ryan (93),disgust,1998-07-24,War,8.2,Netflix,https://www.netflix.com/title/-5658898
Joker (94),fear,2019-10-04,Psychological,8.1,Peacock,https://www.peacocktv.com/watch/27348655
Gladiator (86),angry,2000-05-05,Action,6.6,Netflix,https://www.netflix.com/title/-8415442
The Godfather (83),disgust,1972-03-24,Crime,8.8,Peacock,https://www.peacocktv.com/watch/-4760666
Saving Private Ryan (20),disgust,1998-07-24,War,8.1,Hulu,https://www.hulu.com/movie/-4704492
Avengers: Endgame (1),angry,2019-04-26,Action,7.5,Amazon Prime Video,https://www.amazon.com/dp/31435532
Schindler's List (77),sad,1993-12-15,Historical,5.9,Peacock,https://www.peacocktv.com/watch/20303027
The Lion King (67),surprise,1994-06-24,Animation,7.8,Disney+,https://www.disneyplus.com/movies/-6335691
The Grand Budapest Hotel (88),happy,2014-03-28,Comedy,7.1,HBO Max,https://www.hbomax.com/feature/-5219458
Interstellar (53),neutral,2014-11-07,Sci-Fi,5.9,Hulu,https://www.hulu.com/movie/-1493827
Pulp Fiction (13),disgust,1994-10-14,Crime,6.1,HBO Max,https://www.hbomax.com/feature/-1775274
Joker (42),fear,2019-10-04,Psychological,6.3,HBO Max,https://www.hbomax.com/feature/-2457508
The Lion King (4),surprise,1994-06-24,Animation,7.1,Netflix,https://www.netflix.com/title/65097984
Schindler's List (92),sad,1993-12-15,Historical,5.6,Apple TV+,https://tv.apple.com/movie/75233151
Gladiator (98),angry,2000-05-05,Action,5.8,Netflix,https://www.netflix.com/title/39360406
Interstellar (72),neutral,2014-11-07,Sci-Fi,7.9,Peacock,https://www.peacocktv.com/watch/-5221591
Inception (38),neutral,2010-07-16,Sci-Fi,6.6,Amazon Prime Video,https://www.amazon.com/dp/86712344
Schindler's List (98),sad,1993-12-15,Historical,5.5,Apple TV+,https://tv.apple.com/movie/31551941
The Lion King (99),surprise,1994-06-24,Animation,9.3,YouTube Movies,https://www.youtube.com/results?search_query=-8286442
The Grand Budapest Hotel (35),happy,2014-03-28,Comedy,5.9,HBO Max,https://www.hbomax.com/feature/25884655
Forrest Gump (5),sad,1994-07-06,Drama,8.6,Netflix,https://www.netflix.com/title/68173058
Forrest Gump (93),sad,1994-07-06,Drama,6.2,YouTube Movies,https://www.youtube.com/results?search_query=54687459
Avengers: Endgame (24),angry,2019-04-26,Action,8.2,YouTube Movies,https://www.youtube.com/results?search_query=46472441
The Dark Knight (13),angry,2008-07-18,Action,8.2,Peacock,https://www.peacocktv.com/watch/60630877
The Godfather (32),disgust,1972-03-24,Crime,8.2,Hulu,https://www.hulu.com/movie/-2547810
The Godfather (53),disgust,1972-03-24,Crime,9.5,Amazon Prime Video,https://www.amazon.com/dp/-9056449
Joker (93),fear,2019-10-04,Psychological,6.4,Hulu,https://www.hulu.com/movie/38045506
Schindler's List (83),sad,1993-12-15,Historical,7.9,YouTube Movies,https://www.youtube.com/results?search_query=63004741
Avengers: Endgame (28),angry,2019-04-26,Action,5.3,HBO Max,https://www.hbomax.com/feature/51693895
Inception (41),neutral,2010-07-16,Sci-Fi,8.7,Hulu,https://www.hulu.com/movie/63437327
Titanic (1),happy,1997-12-19,Romance,6.8,HBO Max,https://www.hbomax.com/feature/75115327
Parasite (93),fear,2019-05-30,Thriller,6.3,Apple TV+,https://tv.apple.com/movie/-6452134
Inside Out (60),surprise,2015-06-19,Animation,7.6,Disney+,https://www.disneyplus.com/movies/-6466894
Inception (76),neutral,2010-07-16,Sci-Fi,5.7,Peacock,https://www.peacocktv.com/watch/47743262
The Dark Knight (58),angry,2008-07-18,Action,5.6,Peacock,https://www.peacocktv.com/watch/-4317281
Coco (89),surprise,2017-11-22,Animation,7.8,Disney+,https://www.disneyplus.com/movies/-5859569
The Shawshank Redemption (68),sad,1994-09-23,Drama,8.3,Netflix,https://www.netflix.com/title/50123718
The Lion King (86),surprise,1994-06-24,Animation,8.1,YouTube Movies,https://www.youtube.com/results?search_query=91665304
The Grand Budapest Hotel (19),happy,2014-03-28,Comedy,8.0,Netflix,https://www.netflix.com/title/23651950
Inception (11),neutral,2010-07-16,Sci-Fi,7.9,HBO Max,https://www.hbomax.com/feature/20536055
Interstellar (34),neutral,2014-11-07,Sci-Fi,7.6,Amazon Prime Video,https://www.amazon.com/dp/20721799
Inception (26),neutral,2010-07-16,Sci-Fi,8.0,YouTube Movies,https://www.youtube.com/results?search_query=-6279675
Schindler's List (51),sad,1993-12-15,Historical,9.3,HBO Max,https://www.hbomax.com/feature/-5946012
The Dark Knight (48),angry,2008-07-18,Action,8.3,Hulu,https://www.hulu.com/movie/-4901588
The Grand Budapest Hotel (39),happy,2014-03-28,Comedy,6.2,HBO Max,https://www.hbomax.com/feature/-5864984
Avengers: Endgame (73),angry,2019-04-26,Action,8.5,YouTube Movies,https://www.youtube.com/results?search_query=71255625
Pulp Fiction (83),disgust,1994-10-14,Crime,9.3,Peacock,https://www.peacocktv.com/watch/26999103
Schindler's List (90),sad,1993-12-15,Historical,8.2,YouTube Movies,https://www.youtube.com/results?search_query=85396744
Interstellar (25),neutral,2014-11-07,Sci-Fi,6.5,Hulu,https://www.hulu.com/movie/69911568
Interstellar (90),neutral,2014-11-07,Sci-Fi,6.0,Apple TV+,https://tv.apple.com/movie/49433103
Gladiator (40),angry,2000-05-05,Action,8.0,Disney+,https://www.disneyplus.com/movies/-4835365
Pulp Fiction (19),disgust,1994-10-14,Crime,7.7,Disney+,https://www.disneyplus.com/movies/-4275586
Pulp Fiction (17),disgust,1994-10-14,Crime,9.1,Apple TV+,https://tv.apple.com/movie/-6476014
The Silence of the Lambs (76),fear,1991-02-14,Thriller,5.3,Amazon Prime Video,https://www.amazon.com/dp/14612011
Titanic (21),happy,1997-12-19,Romance,8.1,Amazon Prime Video,https://www.amazon.com/dp/26255593
Pulp Fiction (7),disgust,1994-10-14,Crime,8.8,Disney+,https://www.disneyplus.com/movies/-7166410
The Godfather (52),disgust,1972-03-24,Crime,8.7,Hulu,https://www.hulu.com/movie/-5831712
The Shawshank Redemption (12),sad,1994-09-23,Drama,7.5,Amazon Prime Video,https://www.amazon.com/dp/14977041
Inside Out (67),surprise,2015-06-19,Animation,5.7,Amazon Prime Video,https://www.amazon.com/dp/68211190
Inside Out (62),surprise,2015-06-19,Animation,9.3,Apple TV+,https://tv.apple.com/movie/-2475992
Forrest Gump (44),sad,1994-07-06,Drama,7.7,HBO Max,https://www.hbomax.com/feature/-6590573
The Godfather (55),disgust,1972-03-24,Crime,7.6,Apple TV+,https://tv.apple.com/movie/27795776
Gladiator (67),angry,2000-05-05,Action,8.5,Amazon Prime Video,https://www.amazon.com/dp/-4570406
Inception (24),neutral,2010-07-16,Sci-Fi,6.3,Hulu,https://www.hulu.com/movie/-5088284
The Lion King (84),surprise,1994-06-24,Animation,8.9,Peacock,https://www.peacocktv.com/watch/-7308844
Inception (75),neutral,2010-07-16,Sci-Fi,7.6,Hulu,https://www.hulu.com/movie/-4886270
The Silence of the Lambs (31),fear,1991-02-14,Thriller,6.0,Hulu,https://www.hulu.com/movie/24209930
Saving Private Ryan (60),disgust,1998-07-24,War,8.6,Amazon Prime Video,https://www.amazon.com/dp/-3184618
The Shawshank Redemption (87),sad,1994-09-23,Drama,5.1,Disney+,https://www.disneyplus.com/movies/62644780
Parasite (14),fear,2019-05-30,Thriller,5.5,Amazon Prime Video,https://www.amazon.com/dp/47463644
The Silence of the Lambs (53),fear,1991-02-14,Thriller,8.5,Hulu,https://www.hulu.com/movie/80986054
The Shawshank Redemption (57),sad,1994-09-23,Drama,8.9,Apple TV+,https://tv.apple.com/movie/59205539
Coco (12),surprise,2017-11-22,Animation,7.4,Hulu,https://www.hulu.com/movie/54207924
Coco (29),surprise,2017-11-22,Animation,6.1,Disney+,https://www.disneyplus.com/movies/-3304955
Interstellar (3),neutral,2014-11-07,Sci-Fi,8.7,Disney+,https://www.disneyplus.com/movies/22489027
Titanic (66),happy,1997-12-19,Romance,5.2,Amazon Prime Video,https://www.amazon.com/dp/-2354267
The Silence of the Lambs (16),fear,1991-02-14,Thriller,9.5,Hulu,https://www.hulu.com/movie/-6353381
The Matrix (93),neutral,1999-03-31,Sci-Fi,8.3,Disney+,https://www.disneyplus.com/movies/17344421
The Lion King (73),surprise,1994-06-24,Animation,7.7,YouTube Movies,https://www.youtube.com/results?search_query=-7296281
Gladiator (11),angry,2000-05-05,Action,6.9,HBO Max,https://www.hbomax.com/feature/-6332527
Coco (2),surprise,2017-11-22,Animation,8.1,YouTube Movies,https://www.youtube.com/results?search_query=-5024194
Avengers: Endgame (99),angry,2019-04-26,Action,7.6,Hulu,https://www.hulu.com/movie/-6264869
Titanic (13),happy,1997-12-19,Romance,5.7,Hulu,https://www.hulu.com/movie/-7315873
The Silence of the Lambs (7),fear,1991-02-14,Thriller,5.1,Hulu,https://www.hulu.com/movie/-3144114
Gladiator (98),angry,2000-05-05,Action,5.8,Peacock,https://www.peacocktv.com/watch/39360406
Titanic (38),happy,1997-12-19,Romance,6.5,YouTube Movies,https://www.youtube.com/results?search_query=-8227936
The Lion King (60),surprise,1994-06-24,Animation,6.5,Hulu,https://www.hulu.com/movie/91474665
Saving Private Ryan (87),disgust,1998-07-24,War,9.4,HBO Max,https://www.hbomax.com/feature/20306027
Interstellar (59),neutral,2014-11-07,Sci-Fi,7.0,Apple TV+,https://tv.apple.com/movie/-3303029
The Dark Knight (91),angry,2008-07-18,Action,9.1,HBO Max,https://www.hbomax.com/feature/12193147
Coco (79),surprise,2017-11-22,Animation,6.4,Hulu,https://www.hulu.com/movie/73735569
Forrest Gump (22),sad,1994-07-06,Drama,6.7,Netflix,https://www.netflix.com/title/-1992492
Gladiator (63),angry,2000-05-05,Action,8.8,Apple TV+,https://tv.apple.com/movie/78255903
Avengers: Endgame (11),angry,2019-04-26,Action,5.9,Apple TV+,https://tv.apple.com/movie/-8145885
Forrest Gump (30),sad,1994-07-06,Drama,6.5,Apple TV+,https://tv.apple.com/movie/-2044073
The Dark Knight (14),angry,2008-07-18,Action,8.3,Amazon Prime Video,https://www.amazon.com/dp/-8622685
Pulp Fiction (10),disgust,1994-10-14,Crime,6.3,Amazon Prime Video,https://www.amazon.com/dp/28344789
The Shawshank Redemption (44),sad,1994-09-23,Drama,7.8,Peacock,https://www.peacocktv.com/watch/-3625792
The Godfather (29),disgust,1972-03-24,Crime,6.1,Amazon Prime Video,https://www.amazon.com/dp/-7154570
Forrest Gump (85),sad,1994-07-06,Drama,6.7,Hulu,https://www.hulu.com/movie/-2412140
The Grand Budapest Hotel (55),happy,2014-03-28,Comedy,6.0,Hulu,https://www.hulu.com/movie/-5146936
Gladiator (34),angry,2000-05-05,Action,5.1,HBO Max,https://www.hbomax.com/feature/62269658
Schindler's List (74),sad,1993-12-15,Historical,7.5,Apple TV+,https://tv.apple.com/movie/22010775
Saving Private Ryan (82),disgust,1998-07-24,War,9.1,YouTube Movies,https://www.youtube.com/results?search_query=55375280
The Godfather (66),disgust,1972-03-24,Crime,9.1,Amazon Prime Video,https://www.amazon.com/dp/72266747
Forrest Gump (6),sad,1994-07-06,Drama,8.5,Hulu,https://www.hulu.com/movie/21397581
The Shawshank Redemption (3),sad,1994-09-23,Drama,5.4,Disney+,https://www.disneyplus.com/movies/47296832
The Godfather (75),disgust,1972-03-24,Crime,7.7,Netflix,https://www.netflix.com/title/-5997788
Coco (92),surprise,2017-11-22,Animation,8.2,Peacock,https://www.peacocktv.com/watch/-6084234
Gladiator (62),angry,2000-05-05,Action,7.0,Disney+,https://www.disneyplus.com/movies/89643802
Pulp Fiction (12),disgust,1994-10-14,Crime,8.7,Hulu,https://www.hulu.com/movie/79224629
Avengers: Endgame (39),angry,2019-04-26,Action,6.8,Amazon Prime Video,https://www.amazon.com/dp/-4858068
Schindler's List (6),sad,1993-12-15,Historical,9.0,Disney+,https://www.disneyplus.com/movies/-6117935
Pulp Fiction (35),disgust,1994-10-14,Crime,8.2,Peacock,https://www.peacocktv.com/watch/-1845319
The Silence of the Lambs (40),fear,1991-02-14,Thriller,7.3,Amazon Prime Video,https://www.amazon.com/dp/62611358
Forrest Gump (79),sad,1994-07-06,Drama,5.5,YouTube Movies,https://www.youtube.com/results?search_query=-9094889
The Grand Budapest Hotel (84),happy,2014-03-28,Comedy,6.4,Netflix,https://www.netflix.com/title/-4794951
The Dark Knight (75),angry,2008-07-18,Action,5.0,Peacock,https://www.peacocktv.com/watch/-6718801
Saving Private Ryan (74),disgust,1998-07-24,War,7.5,YouTube Movies,https://www.youtube.com/results?search_query=-8047469
The Silence of the Lambs (71),fear,1991-02-14,Thriller,9.5,Hulu,https://www.hulu.com/movie/-4903751
Titanic (13),happy,1997-12-19,Romance,9.1,Peacock,https://www.peacocktv.com/watch/-7315873
The Shawshank Redemption (89),sad,1994-09-23,Drama,7.9,Disney+,https://www.disneyplus.com/movies/-1336163
The Grand Budapest Hotel (37),happy,2014-03-28,Comedy,9.3,Peacock,https://www.peacocktv.com/watch/-1338218
The Grand Budapest Hotel (88),happy,2014-03-28,Comedy,6.7,YouTube Movies,https://www.youtube.com/results?search_query=-5219458
Gladiator (2),angry,2000-05-05,Action,8.7,Amazon Prime Video,https://www.amazon.com/dp/52372675
Coco (34),surprise,2017-11-22,Animation,9.3,Amazon Prime Video,https://www.amazon.com/dp/-8327622
The Dark Knight (87),angry,2008-07-18,Action,6.1,Netflix,https://www.netflix.com/title/-1209947
The Godfather (97),disgust,1972-03-24,Crime,6.0,HBO Max,https://www.hbomax.com/feature/-7676305
The Matrix (39),neutral,1999-03-31,Sci-Fi,9.2,Amazon Prime Video,https://www.amazon.com/dp/-7663743
The Dark Knight (11),angry,2008-07-18,Action,6.0,Hulu,https://www.hulu.com/movie/72547707
Schindler's List (31),sad,1993-12-15,Historical,8.2,HBO Max,https://www.hbomax.com/feature/-7339229
Inception (15),neutral,2010-07-16,Sci-Fi,5.1,Peacock,https://www.peacocktv.com/watch/-6661881
Interstellar (93),neutral,2014-11-07,Sci-Fi,6.4,Netflix,https://www.netflix.com/title/-6886049
The Matrix (22),neutral,1999-03-31,Sci-Fi,7.9,Amazon Prime Video,https://www.amazon.com/dp/52441328
The Silence of the Lambs (82),fear,1991-02-14,Thriller,8.4,Peacock,https://www.peacocktv.com/watch/-6256463
Forrest Gump (64),sad,1994-07-06,Drama,5.8,HBO Max,https://www.hbomax.com/feature/26261498
Inception (46),neutral,2010-07-16,Sci-Fi,5.8,Disney+,https://www.disneyplus.com/movies/-2023068
The Shawshank Redemption (38),sad,1994-09-23,Drama,7.1,Amazon Prime Video,https://www.amazon.com/dp/64008375
Joker (33),fear,2019-10-04,Psychological,7.3,HBO Max,https://www.hbomax.com/feature/64524903
Avengers: Endgame (9),angry,2019-04-26,Action,9.0,Disney+,https://www.disneyplus.com/movies/-8119468
Saving Private Ryan (48),disgust,1998-07-24,War,8.8,Apple TV+,https://tv.apple.com/movie/68274773
Pulp Fiction (85),disgust,1994-10-14,Crime,8.3,Hulu,https://www.hulu.com/movie/51534715
The Dark Knight (28),angry,2008-07-18,Action,6.3,HBO Max,https://www.hbomax.com/feature/-2236208
The Silence of the Lambs (64),fear,1991-02-14,Thriller,7.0,Peacock,https://www.peacocktv.com/watch/-2894560
Inception (61),neutral,2010-07-16,Sci-Fi,9.1,HBO Max,https://www.hbomax.com/feature/-3010658
Avengers: Endgame (40),angry,2019-04-26,Action,5.3,Netflix,https://www.netflix.com/title/-3007326
Pulp Fiction (35),disgust,1994-10-14,Crime,7.6,Amazon Prime Video,https://www.amazon.com/dp/-1845319
The Shawshank Redemption (61),sad,1994-09-23,Drama,8.5,HBO Max,https://www.hbomax.com/feature/85322272
Forrest Gump (60),sad,1994-07-06,Drama,8.6,Amazon Prime Video,https://www.amazon.com/dp/28920038
The Matrix (63),neutral,1999-03-31,Sci-Fi,5.6,Amazon Prime Video,https://www.amazon.com/dp/-3617553
The Godfather (43),disgust,1972-03-24,Crime,7.9,YouTube Movies,https://www.youtube.com/results?search_query=-3279105
Forrest Gump (91),sad,1994-07-06,Drama,9.4,HBO Max,https://www.hbomax.com/feature/-8770691
Joker (12),fear,2019-10-04,Psychological,6.1,Hulu,https://www.hulu.com/movie/78548616
The Dark Knight (46),angry,2008-07-18,Action,5.2,Netflix,https://www.netflix.com/title/52987564
The Grand Budapest Hotel (62),happy,2014-03-28,Comedy,5.1,Peacock,https://www.peacocktv.com/watch/-7913551
Forrest Gump (75),sad,1994-07-06,Drama,5.4,HBO Max,https://www.hbomax.com/feature/-5617226
Gladiator (61),angry,2000-05-05,Action,7.8,Amazon Prime Video,https://www.amazon.com/dp/-3699287
Titanic (73),happy,1997-12-19,Romance,5.9,Apple TV+,https://tv.apple.com/movie/-4625896
The Godfather (25),disgust,1972-03-24,Crime,6.9,HBO Max,https://www.hbomax.com/feature/-9055326
Coco (62),surprise,2017-11-22,Animation,5.8,Disney+,https://www.disneyplus.com/movies/-3239911
The Grand Budapest Hotel (87),happy,2014-03-28,Comedy,5.2,Amazon Prime Video,https://www.amazon.com/dp/45643230
The Dark Knight (44),angry,2008-07-18,Action,5.0,YouTube Movies,https://www.youtube.com/results?search_query=74736118
The Lion King (83),surprise,1994-06-24,Animation,9.2,Amazon Prime Video,https://www.amazon.com/dp/-8951977
Inside Out (60),surprise,2015-06-19,Animation,6.4,Amazon Prime Video,https://www.amazon.com/dp/-6466894
Gladiator (46),angry,2000-05-05,Action,8.7,Netflix,https://www.netflix.com/title/-2447321
The Lion King (28),surprise,1994-06-24,Animation,6.8,Disney+,https://www.disneyplus.com/movies/-1863430
The Grand Budapest Hotel (52),happy,2014-03-28,Comedy,7.8,Apple TV+,https://tv.apple.com/movie/-3192558
Joker (34),fear,2019-10-04,Psychological,7.0,Apple TV+,https://tv.apple.com/movie/59485580
Parasite (40),fear,2019-05-30,Thriller,9.0,Disney+,https://www.disneyplus.com/movies/25653807
The Silence of the Lambs (100),fear,1991-02-14,Thriller,5.6,Netflix,https://www.netflix.com/title/24449131
The Silence of the Lambs (76),fear,1991-02-14,Thriller,5.9,Amazon Prime Video,https://www.amazon.com/dp/14612011
Forrest Gump (93),sad,1994-07-06,Drama,5.5,Disney+,https://www.disneyplus.com/movies/54687459
The Godfather (33),disgust,1972-03-24,Crime,7.6,Peacock,https://www.peacocktv.com/watch/95527563
Coco (4),surprise,2017-11-22,Animation,9.3,Disney+,https://www.disneyplus.com/movies/-3158637
The Silence of the Lambs (54),fear,1991-02-14,Thriller,5.1,YouTube Movies,https://www.youtube.com/results?search_query=-6549578
Joker (83),fear,2019-10-04,Psychological,8.7,Disney+,https://www.disneyplus.com/movies/-3292272
Parasite (36),fear,2019-05-30,Thriller,7.8,YouTube Movies,https://www.youtube.com/results?search_query=18536885
The Matrix (84),neutral,1999-03-31,Sci-Fi,7.5,YouTube Movies,https://www.youtube.com/results?search_query=74955537
The Godfather (56),disgust,1972-03-24,Crime,5.1,Apple TV+,https://tv.apple.com/movie/-2940725
